/documents/address-accepting-the-democratic-presidential-nomination-wilmington-delaware,"Address Accepting the Democratic Presidential Nomination in Wilmington, Delaware",2020-08-20,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-pittsburgh-pennsylvania,"Remarks by Vice President Joe Biden in Pittsburgh, Pennsylvania",2020-08-31,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-school-reopening-wilmington-delaware,"Remarks by Vice President Joe Biden on School Reopening in Wilmington, Delaware",2020-09-02,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-wilmington-delaware,"Remarks by Vice President Joe Biden in Wilmington, Delaware",2020-09-04,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-warren-michigan,"Remarks by Vice President Joe Biden in Warren, Michigan",2020-09-09,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-wilmington-delaware-climate-change,"Remarks by Vice President Joe Biden in Wilmington, Delaware on Climate Change",2020-09-14,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-hispanic-heritage-month-kissimmee-florida,"Remarks by Vice President Joe Biden on Hispanic Heritage Month in Kissimmee, Florida",2020-09-15,"
    Florida  "
/documents/remarks-vice-president-joe-biden-veterans-roundtable-event-tampa-florida,"Remarks by Vice President Joe Biden at a Veterans Roundtable Event in Tampa, Florida",2020-09-15,"
    Florida  "
/documents/remarks-vice-president-joe-biden-after-vaccine-briefing-wilmington-delaware,"Remarks by Vice President Joe Biden After a Vaccine Briefing in Wilmington, Delaware",2020-09-16,"
    Delaware  "
/documents/remarks-town-hall-meeting-with-anderson-cooper-cnn-pnc-field-moosic-pennsylvania,"Remarks in a Town Hall Meeting with Anderson Cooper of CNN at PNC Field in Moosic, Pennsylvania",2020-09-17,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-the-supreme-court-philadelphia-pennsylvania,"Remarks by Vice President Joe Biden on the Supreme Court in Philadelphia, Pennsylvania",2020-09-20,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-manitowoc-wisconsin,"Remarks by Vice President Joe Biden in Manitowoc, Wisconsin",2020-09-21,"
    Wisconsin  "
/documents/remarks-vice-president-joe-biden-the-us-supreme-court-wilmington-delaware,"Remarks by Vice President Joe Biden on the U.S. Supreme Court in Wilmington, Delaware",2020-09-27,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-cleveland-ohio,"Remarks by Vice President Joe Biden in Cleveland, Ohio",2020-09-30,"
    Ohio  "
/documents/remarks-vice-president-joe-biden-johnstown-pennsylvania,"Remarks by Vice President Joe Biden in Johnstown, Pennsylvania",2020-09-30,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-grand-rapids-michigan,"Remarks by Vice President Joe Biden in Grand Rapids, Michigan",2020-10-02,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-miami-florida,"Remarks by Vice President Joe Biden in Miami, Florida",2020-10-05,"
    Florida  "
/documents/remarks-vice-president-joe-biden-gettysburg-pennsylvania,"Remarks by Vice President Joe Biden in Gettysburg, Pennsylvania",2020-10-06,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-and-senator-kamala-harris-phoenix-arizona,"Remarks by Vice President Joe Biden and Senator Kamala Harris in Phoenix, Arizona",2020-10-08,"
    Arizona  "
/documents/remarks-vice-president-joe-biden-las-vegas-nevada,"Remarks by Vice President Joe Biden in Las Vegas, Nevada",2020-10-09,"
    Nevada  "
/documents/remarks-vice-president-joe-biden-erie-pennsylvania,"Remarks by Vice President Joe Biden in Erie, Pennsylvania",2020-10-10,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-miramar-florida,"Remarks by Vice President Joe Biden in Miramar, Florida",2020-10-13,"
    Florida  "
/documents/remarks-vice-president-joe-biden-pembroke-pines-florida,"Remarks by Vice President Joe Biden in Pembroke Pines, Florida",2020-10-13,"
    Florida  "
/documents/remarks-town-hall-meeting-with-george-stephanopoulos-abc-news-the-national-constitution,"Remarks in a Town Hall Meeting with George Stephanopoulos of ABC News at the National Constitution Center in Philadelphia,...",2020-10-15,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-detroit-michigan,"Remarks by Vice President Joe Biden in Detroit, Michigan",2020-10-16,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-southfield-michigan,"Remarks by Vice President Joe Biden in Southfield, Michigan",2020-10-16,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-wilmington-delaware-0,"Remarks by Vice President Joe Biden in Wilmington, Delaware",2020-10-23,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-bristol-pennsylvania,"Remarks by Vice President Joe Biden in Bristol, Pennsylvania",2020-10-24,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-luzerne-county-pennsylvania,"Remarks by Vice President Joe Biden in Luzerne County, Pennsylvania",2020-10-24,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-atlanta-georgia,"Remarks by Vice President Joe Biden in Atlanta, Georgia",2020-10-27,"
    Georgia  "
/documents/remarks-vice-president-joe-biden-warm-springs-georgia,"Remarks by Vice President Joe Biden in Warm Springs, Georgia",2020-10-27,"
    Georgia  "
/documents/remarks-vice-president-joe-biden-wilmington-delaware-3,"Remarks by Vice President Joe Biden in Wilmington, Delaware",2020-10-28,"
    Delaware  "
/documents/remarks-vice-president-joe-biden-broward-county-florida,"Remarks by Vice President Joe Biden in Broward County, Florida",2020-10-29,"
    Florida  "
/documents/remarks-vice-president-joe-biden-tampa-florida,"Remarks by Vice President Joe Biden in Tampa, Florida",2020-10-29,"
    Florida  "
/documents/remarks-vice-president-joe-biden-milwaukee-wisconsin,"Remarks by Vice President Joe Biden in Milwaukee, Wisconsin",2020-10-30,"
    Wisconsin  "
/documents/remarks-vice-president-joe-biden-st-paul-minnesota,"Remarks by Vice President Joe Biden in St. Paul, Minnesota",2020-10-30,"
    Minnesota  "
/documents/remarks-vice-president-joe-biden-detroit-michigan-0,"Remarks by Vice President Joe Biden in Detroit, Michigan",2020-10-31,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-flint-michigan,"Remarks by Vice President Joe Biden in Flint, Michigan",2020-10-31,"
    Michigan  "
/documents/remarks-vice-president-joe-biden-philadelphia-pennsylvania-souls-the-polls-event,"Remarks by Vice President Joe Biden in Philadelphia, Pennsylvania at Souls to the Polls Event",2020-11-01,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-philadelphia-pennsylvania-souls-the-polls-event-0,"Remarks by Vice President Joe Biden in Philadelphia, Pennsylvania at Souls to the Polls Event",2020-11-01,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-get-out-the-vote-event-pittsburgh-pennsylvania,"Remarks by Vice President Joe Biden at Get Out the Vote Event in Pittsburgh, Pennsylvania",2020-11-02,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-cleveland-ohio-0,"Remarks by Vice President Joe Biden in Cleveland, Ohio",2020-11-02,"
    Ohio  "
/documents/remarks-vice-president-joe-biden-monaca-pennsylvania,"Remarks by Vice President Joe Biden in Monaca, Pennsylvania",2020-11-02,"
    Pennsylvania  "
/documents/remarks-vice-president-joe-biden-monaca-pennsylvania-0,"Remarks by Vice President Joe Biden in Monaca, Pennsylvania",2020-11-02,"
    Pennsylvania  "
